orig_index,true_label,prob_pos,pred_label
423,1,0.0,0
179,1,0.0,0
261,0,0.0,0
706,1,1.0,1
28,0,1.0,1
130,1,1.0,1
20,0,0.0,0
171,0,0.0,0
273,1,0.0,0
191,1,0.0,0
490,0,0.0,0
452,0,1.0,1
336,0,1.0,1
700,1,1.0,1
561,0,0.0,0
8,1,1.0,1
110,1,1.0,1
51,1,1.0,1
31,0,0.0,0
446,0,0.0,0
676,1,0.0,0
159,1,1.0,1
504,0,0.0,0
516,1,1.0,1
518,1,1.0,1
357,0,0.0,0
337,1,1.0,1
462,0,0.0,0
362,0,0.0,0
629,0,0.0,0
371,1,1.0,1
512,1,1.0,1
328,0,1.0,1
618,1,0.0,0
603,0,0.0,0
313,1,1.0,1
89,0,0.0,0
309,1,1.0,1
137,1,1.0,1
480,0,0.0,0
460,0,0.0,0
456,0,0.0,0
23,1,0.0,0
538,1,0.0,0
443,1,1.0,1
376,0,0.0,0
278,0,0.0,0
555,1,1.0,1
177,1,0.0,0
496,1,1.0,1
707,0,0.0,0
129,0,0.0,0
355,0,1.0,1
206,1,1.0,1
626,1,1.0,1
321,1,1.0,1
678,0,0.0,0
71,1,0.0,0
327,1,0.0,0
291,1,1.0,1
668,0,0.0,0
233,0,0.0,0
329,0,0.0,0
657,1,1.0,1
211,1,0.0,0
93,1,1.0,1
281,1,1.0,1
438,1,0.0,0
386,0,0.0,0
540,0,0.0,0
544,1,1.0,1
76,0,0.0,0
282,1,0.0,0
289,0,0.0,0
320,1,1.0,1
548,0,1.0,1
363,1,1.0,1
306,1,1.0,1
585,0,0.0,0
654,0,1.0,1
194,0,0.0,0
583,0,1.0,1
439,0,0.0,0
68,0,0.0,0
466,1,1.0,1
348,1,1.0,1
139,1,1.0,1
587,0,1.0,1
616,0,0.0,0
503,1,1.0,1
287,0,0.0,0
74,0,1.0,1
45,0,1.0,1
77,0,1.0,1
85,0,1.0,1
182,1,0.0,0
210,1,1.0,1
375,1,0.0,0
176,0,1.0,1
677,1,1.0,1
476,0,1.0,1
101,0,0.0,0
331,1,0.0,0
698,1,1.0,1
3,1,1.0,1
433,0,0.0,0
513,0,0.0,0
254,0,0.0,0
120,0,1.0,1
44,1,0.0,0
434,1,1.0,1
505,0,0.0,0
411,1,0.0,0
156,1,1.0,1
714,1,0.0,0
